Ilce,Mahalle,Yil,Mevsim,Sicaklik,Nufus,Enlem,Boylam,SuTuketimi
Yüreğir,Kışla Mah.,2020,İlkbahar,26,20168,37.020287,35.338215,74431
Yüreğir,Kışla Mah.,2020,Yaz,33,20168,37.020287,35.338215,82595
Yüreğir,Kışla Mah.,2020,Sonbahar,12,20168,37.020287,35.338215,64151
Yüreğir,Kışla Mah.,2021,Kış,18,20168,37.020287,35.338215,62020
Yüreğir,Kışla Mah.,2021,İlkbahar,28,20168,37.020287,35.338215,74901
Yüreğir,Kışla Mah.,2021,Yaz,42,20168,37.020287,35.338215,85337
Yüreğir,Kışla Mah.,2021,Sonbahar,23,20168,37.020287,35.338215,67540
Yüreğir,Kışla Mah.,2022,Kış,4,20168,37.020287,35.338215,57626
Yüreğir,Kışla Mah.,2022,İlkbahar,18,20168,37.020287,35.338215,72070
Yüreğir,Kışla Mah.,2022,Yaz,32,20168,37.020287,35.338215,82247
Yüreğir,Kışla Mah.,2022,Sonbahar,20,20168,37.020287,35.338215,66536
Yüreğir,Kışla Mah.,2023,Kış,16,20168,37.020287,35.338215,61291
Yüreğir,Kışla Mah.,2023,İlkbahar,29,20168,37.020287,35.338215,75268
Yüreğir,Kışla Mah.,2023,Yaz,39,20168,37.020287,35.338215,84290
Yüreğir,Kışla Mah.,2023,Sonbahar,11,20168,37.020287,35.338215,63743
Yüreğir,19 Mayıs Mah.,2019,Kış,19,19890,36.977116,35.364319,61530
Yüreğir,19 Mayıs Mah.,2019,İlkbahar,25,19890,36.977116,35.364319,73026
Yüreğir,19 Mayıs Mah.,2019,Yaz,39,19890,36.977116,35.364319,83203
Yüreğir,19 Mayıs Mah.,2019,Sonbahar,23,19890,36.977116,35.364319,66686
Yüreğir,19 Mayıs Mah.,2020,Kış,17,19890,36.977116,35.364319,60724
Yüreğir,19 Mayıs Mah.,2020,İlkbahar,24,19890,36.977116,35.364319,72870
Yüreğir,19 Mayıs Mah.,2020,Yaz,42,19890,36.977116,35.364319,84230
Yüreğir,19 Mayıs Mah.,2020,Sonbahar,21,19890,36.977116,35.364319,65938
Yüreğir,19 Mayıs Mah.,2021,Kış,16,19890,36.977116,35.364319,60618
Yüreğir,19 Mayıs Mah.,2021,İlkbahar,15,19890,36.977116,35.364319,70178
Yüreğir,19 Mayıs Mah.,2021,Yaz,35,19890,36.977116,35.364319,81962
Yüreğir,19 Mayıs Mah.,2021,Sonbahar,18,19890,36.977116,35.364319,65024
Yüreğir,19 Mayıs Mah.,2022,Kış,12,19890,36.977116,35.364319,59378
Yüreğir,19 Mayıs Mah.,2022,İlkbahar,24,19890,36.977116,35.364319,72795
Yüreğir,19 Mayıs Mah.,2022,Yaz,41,19890,36.977116,35.364319,83978
Yüreğir,19 Mayıs Mah.,2022,Sonbahar,17,19890,36.977116,35.364319,64730
Yüreğir,19 Mayıs Mah.,2023,Kış,5,19890,36.977116,35.364319,57339
Yüreğir,19 Mayıs Mah.,2023,İlkbahar,18,19890,36.977116,35.364319,71155
Yüreğir,19 Mayıs Mah.,2023,Yaz,37,19890,36.977116,35.364319,82732
Yüreğir,19 Mayıs Mah.,2023,Sonbahar,24,19890,36.977116,35.364319,66720
Yüreğir,Atakent Mah.,2019,Kış,4,19777,36.987644,35.370815,56500
Yüreğir,Atakent Mah.,2019,İlkbahar,23,19777,36.987644,35.370815,72299
Yüreğir,Atakent Mah.,2019,Yaz,36,19777,36.987644,35.370815,81966
Yüreğir,Atakent Mah.,2019,Sonbahar,17,19777,36.987644,35.370815,64399
Yüreğir,Atakent Mah.,2020,Kış,16,19777,36.987644,35.370815,60137
Yüreğir,Atakent Mah.,2020,İlkbahar,29,19777,36.987644,35.370815,73845
Yüreğir,Atakent Mah.,2020,Yaz,36,19777,36.987644,35.370815,81930
Yüreğir,Atakent Mah.,2020,Sonbahar,22,19777,36.987644,35.370815,65900
Yüreğir,Atakent Mah.,2021,Kış,17,19777,36.987644,35.370815,60330
Yüreğir,Atakent Mah.,2021,İlkbahar,19,19777,36.987644,35.370815,70920
Yüreğir,Atakent Mah.,2021,Yaz,43,19777,36.987644,35.370815,84139
Yüreğir,Atakent Mah.,2021,Sonbahar,10,19777,36.987644,35.370815,62394
Yüreğir,Atakent Mah.,2022,Kış,13,19777,36.987644,35.370815,59249
Yüreğir,Atakent Mah.,2022,İlkbahar,28,19777,36.987644,35.370815,73739
Yüreğir,Atakent Mah.,2022,Yaz,33,19777,36.987644,35.370815,81241
Yüreğir,Atakent Mah.,2022,Sonbahar,13,19777,36.987644,35.370815,63162
Yüreğir,Atakent Mah.,2023,Kış,19,19777,36.987644,35.370815,60996
Yüreğir,Atakent Mah.,2023,İlkbahar,18,19777,36.987644,35.370815,70763
Yüreğir,Atakent Mah.,2023,Yaz,34,19777,36.987644,35.370815,81446
Yüreğir,Atakent Mah.,2023,Sonbahar,18,19777,36.987644,35.370815,64857
Yüreğir,Ulubatlı Hasan Mah.,2019,Kış,0,18011,37.008434,35.382362,50440
Yüreğir,Ulubatlı Hasan Mah.,2019,İlkbahar,29,18011,37.008434,35.382362,68042
Yüreğir,Ulubatlı Hasan Mah.,2019,Yaz,45,18011,37.008434,35.382362,78336
Yüreğir,Ulubatlı Hasan Mah.,2019,Sonbahar,13,18011,37.008434,35.382362,58033
Yüreğir,Ulubatlı Hasan Mah.,2020,Kış,6,18011,37.008434,35.382362,52309
Yüreğir,Ulubatlı Hasan Mah.,2020,İlkbahar,15,18011,37.008434,35.382362,63946
Yüreğir,Ulubatlı Hasan Mah.,2020,Yaz,33,18011,37.008434,35.382362,74880
Yüreğir,Ulubatlı Hasan Mah.,2020,Sonbahar,10,18011,37.008434,35.382362,57107
Yüreğir,Ulubatlı Hasan Mah.,2021,Kış,13,18011,37.008434,35.382362,54314
Yüreğir,Ulubatlı Hasan Mah.,2021,İlkbahar,17,18011,37.008434,35.382362,64476
Yüreğir,Ulubatlı Hasan Mah.,2021,Yaz,41,18011,37.008434,35.382362,77020
Yüreğir,Ulubatlı Hasan Mah.,2021,Sonbahar,22,18011,37.008434,35.382362,60667
Yüreğir,Ulubatlı Hasan Mah.,2022,Kış,15,18011,37.008434,35.382362,54833
Yüreğir,Ulubatlı Hasan Mah.,2022,İlkbahar,26,18011,37.008434,35.382362,67193
Yüreğir,Ulubatlı Hasan Mah.,2022,Yaz,43,18011,37.008434,35.382362,77809
Yüreğir,Ulubatlı Hasan Mah.,2022,Sonbahar,16,18011,37.008434,35.382362,58790
Yüreğir,Ulubatlı Hasan Mah.,2023,Kış,3,18011,37.008434,35.382362,51373
Yüreğir,Ulubatlı Hasan Mah.,2023,İlkbahar,18,18011,37.008434,35.382362,64789
Yüreğir,Ulubatlı Hasan Mah.,2023,Yaz,32,18011,37.008434,35.382362,74451
Yüreğir,Ulubatlı Hasan Mah.,2023,Sonbahar,21,18011,37.008434,35.382362,60297
Yüreğir,Levent Mah.,2019,Kış,5,15680,36.978943,35.376701,45357
Yüreğir,Levent Mah.,2019,İlkbahar,26,15680,36.978943,35.376701,59551
Yüreğir,Levent Mah.,2019,Yaz,36,15680,36.978943,35.376701,67322
Yüreğir,Levent Mah.,2019,Sonbahar,13,15680,36.978943,35.376701,51073
Yüreğir,Levent Mah.,2020,Kış,18,15680,36.978943,35.376701,49210
Yüreğir,Levent Mah.,2020,İlkbahar,22,15680,36.978943,35.376701,58275
Yüreğir,Levent Mah.,2020,Yaz,35,15680,36.978943,35.376701,66938
Yüreğir,Levent Mah.,2020,Sonbahar,14,15680,36.978943,35.376701,51300
Yüreğir,Levent Mah.,2021,Kış,5,15680,36.978943,35.376701,45283
Yüreğir,Levent Mah.,2021,İlkbahar,25,15680,36.978943,35.376701,59262
Yüreğir,Levent Mah.,2021,Yaz,36,15680,36.978943,35.376701,67271
Yüreğir,Levent Mah.,2021,Sonbahar,18,15680,36.978943,35.376701,52312
Yüreğir,Levent Mah.,2022,Kış,10,15680,36.978943,35.376701,47026
Yüreğir,Levent Mah.,2022,İlkbahar,27,15680,36.978943,35.376701,59787
Yüreğir,Levent Mah.,2022,Yaz,31,15680,36.978943,35.376701,65659
Yüreğir,Levent Mah.,2022,Sonbahar,14,15680,36.978943,35.376701,51271
Yüreğir,Levent Mah.,2023,Kış,14,15680,36.978943,35.376701,48193
Yüreğir,Levent Mah.,2023,İlkbahar,18,15680,36.978943,35.376701,57177
Yüreğir,Levent Mah.,2023,Yaz,33,15680,36.978943,35.376701,66409
Yüreğir,Levent Mah.,2023,Sonbahar,10,15680,36.978943,35.376701,50154
Yüreğir,P.T.T Mah.,2019,Kış,1,14512,37.019646,35.370773,40981
Yüreğir,P.T.T Mah.,2019,İlkbahar,24,14512,37.019646,35.370773,55071
Yüreğir,P.T.T Mah.,2019,Yaz,39,14512,37.019646,35.370773,63978
Yüreğir,P.T.T Mah.,2019,Sonbahar,18,14512,37.019646,35.370773,48869
Yüreğir,P.T.T Mah.,2020,Kış,12,14512,37.019646,35.370773,44161
Yüreğir,P.T.T Mah.,2020,İlkbahar,15,14512,37.019646,35.370773,52511
Yüreğir,P.T.T Mah.,2020,Yaz,42,14512,37.019646,35.370773,64876
Yüreğir,P.T.T Mah.,2020,Sonbahar,22,14512,37.019646,35.370773,50101
Yüreğir,P.T.T Mah.,2021,Kış,13,14512,37.019646,35.370773,44436
Yüreğir,P.T.T Mah.,2021,İlkbahar,27,14512,37.019646,35.370773,56101
Yüreğir,P.T.T Mah.,2021,Yaz,38,14512,37.019646,35.370773,63675
Yüreğir,P.T.T Mah.,2021,Sonbahar,14,14512,37.019646,35.370773,47681
Yüreğir,P.T.T Mah.,2022,Kış,3,14512,37.019646,35.370773,41541
Yüreğir,P.T.T Mah.,2022,İlkbahar,18,14512,37.019646,35.370773,53315
Yüreğir,P.T.T Mah.,2022,Yaz,36,14512,37.019646,35.370773,63024
Yüreğir,P.T.T Mah.,2022,Sonbahar,14,14512,37.019646,35.370773,47746
Yüreğir,P.T.T Mah.,2023,Kış,7,14512,37.019646,35.370773,42777
Yüreğir,P.T.T Mah.,2023,İlkbahar,26,14512,37.019646,35.370773,55790
Yüreğir,P.T.T Mah.,2023,Yaz,40,14512,37.019646,35.370773,64374
Yüreğir,P.T.T Mah.,2023,Sonbahar,15,14512,37.019646,35.370773,48054
Yüreğir,Yavuzlar Mah.,2019,Kış,0,14282,37.004391,35.346081,40033
Yüreğir,Yavuzlar Mah.,2019,İlkbahar,20,14282,37.004391,35.346081,53213
Yüreğir,Yavuzlar Mah.,2019,Yaz,38,14282,37.004391,35.346081,62879
Yüreğir,Yavuzlar Mah.,2019,Sonbahar,24,14282,37.004391,35.346081,50019
Yüreğir,Yavuzlar Mah.,2020,Kış,5,14282,37.004391,35.346081,41604
Yüreğir,Yavuzlar Mah.,2020,İlkbahar,17,14282,37.004391,35.346081,52322
Yüreğir,Yavuzlar Mah.,2020,Yaz,41,14282,37.004391,35.346081,63746
Yüreğir,Yavuzlar Mah.,2020,Sonbahar,15,14282,37.004391,35.346081,47487
Yüreğir,Yavuzlar Mah.,2021,Kış,14,14282,37.004391,35.346081,44189
Yüreğir,Yavuzlar Mah.,2021,İlkbahar,28,14282,37.004391,35.346081,55608
Yüreğir,Yavuzlar Mah.,2021,Yaz,35,14282,37.004391,35.346081,61844
Yüreğir,Yavuzlar Mah.,2021,Sonbahar,15,14282,37.004391,35.346081,47196
Yüreğir,Yavuzlar Mah.,2022,Kış,10,14282,37.004391,35.346081,43098
Yüreğir,Yavuzlar Mah.,2022,İlkbahar,19,14282,37.004391,35.346081,52700
Yüreğir,Yavuzlar Mah.,2022,Yaz,38,14282,37.004391,35.346081,62684
Yüreğir,Yavuzlar Mah.,2022,Sonbahar,20,14282,37.004391,35.346081,48716
Yüreğir,Yavuzlar Mah.,2023,Kış,1,14282,37.004391,35.346081,40433
Yüreğir,Yavuzlar Mah.,2023,İlkbahar,18,14282,37.004391,35.346081,52549
Yüreğir,Yavuzlar Mah.,2023,Yaz,36,14282,37.004391,35.346081,62093
Yüreğir,Yavuzlar Mah.,2023,Sonbahar,21,14282,37.004391,35.346081,49143
Yüreğir,Selahattin Eyyubi Mah.,2019,Kış,6,14255,37.007378,35.370632,41737
Yüreğir,Selahattin Eyyubi Mah.,2019,İlkbahar,18,14255,37.007378,35.370632,52492
Yüreğir,Selahattin Eyyubi Mah.,2019,Yaz,38,14255,37.007378,35.370632,62632
Yüreğir,Selahattin Eyyubi Mah.,2019,Sonbahar,11,14255,37.007378,35.370632,45996
Yüreğir,Selahattin Eyyubi Mah.,2020,Kış,3,14255,37.007378,35.370632,40880
Yüreğir,Selahattin Eyyubi Mah.,2020,İlkbahar,21,14255,37.007378,35.370632,53297
Yüreğir,Selahattin Eyyubi Mah.,2020,Yaz,36,14255,37.007378,35.370632,62101
Yüreğir,Selahattin Eyyubi Mah.,2020,Sonbahar,16,14255,37.007378,35.370632,47630
Yüreğir,Selahattin Eyyubi Mah.,2021,Kış,7,14255,37.007378,35.370632,42103
Yüreğir,Selahattin Eyyubi Mah.,2021,İlkbahar,28,14255,37.007378,35.370632,55487
Yüreğir,Selahattin Eyyubi Mah.,2021,Yaz,37,14255,37.007378,35.370632,62521
Yüreğir,Selahattin Eyyubi Mah.,2021,Sonbahar,17,14255,37.007378,35.370632,47993
Yüreğir,Selahattin Eyyubi Mah.,2022,Kış,4,14255,37.007378,35.370632,41264
Yüreğir,Selahattin Eyyubi Mah.,2022,İlkbahar,16,14255,37.007378,35.370632,51854
Yüreğir,Selahattin Eyyubi Mah.,2022,Yaz,33,14255,37.007378,35.370632,61317
Yüreğir,Selahattin Eyyubi Mah.,2022,Sonbahar,18,14255,37.007378,35.370632,48077
Yüreğir,Selahattin Eyyubi Mah.,2023,Kış,2,14255,37.007378,35.370632,40570
Yüreğir,Selahattin Eyyubi Mah.,2023,İlkbahar,19,14255,37.007378,35.370632,52616
Yüreğir,Selahattin Eyyubi Mah.,2023,Yaz,36,14255,37.007378,35.370632,61999
Yüreğir,Selahattin Eyyubi Mah.,2023,Sonbahar,12,14255,37.007378,35.370632,46501
Yüreğir,Çamlıbel Mah.,2019,Kış,11,12552,36.999104,35.38393,38548
Yüreğir,Çamlıbel Mah.,2019,İlkbahar,27,12552,36.999104,35.38393,49646
Yüreğir,Çamlıbel Mah.,2019,Yaz,34,12552,36.999104,35.38393,55245
Yüreğir,Çamlıbel Mah.,2019,Sonbahar,20,12552,36.999104,35.38393,43720
Yüreğir,Çamlıbel Mah.,2020,Kış,10,12552,36.999104,35.38393,38251
Yüreğir,Çamlıbel Mah.,2020,İlkbahar,20,12552,36.999104,35.38393,47438
Yüreğir,Çamlıbel Mah.,2020,Yaz,37,12552,36.999104,35.38393,56413
Yüreğir,Çamlıbel Mah.,2020,Sonbahar,20,12552,36.999104,35.38393,43784
Yüreğir,Çamlıbel Mah.,2021,Kış,18,12552,36.999104,35.38393,40603
Yüreğir,Çamlıbel Mah.,2021,İlkbahar,18,12552,36.999104,35.38393,46718
Yüreğir,Çamlıbel Mah.,2021,Yaz,42,12552,36.999104,35.38393,57771
Yüreğir,Çamlıbel Mah.,2021,Sonbahar,19,12552,36.999104,35.38393,43314
Yüreğir,Çamlıbel Mah.,2022,Kış,18,12552,36.999104,35.38393,40567
Yüreğir,Çamlıbel Mah.,2022,İlkbahar,23,12552,36.999104,35.38393,48309
Yüreğir,Çamlıbel Mah.,2022,Yaz,42,12552,36.999104,35.38393,57821
Yüreğir,Çamlıbel Mah.,2022,Sonbahar,19,12552,36.999104,35.38393,43489
Yüreğir,Çamlıbel Mah.,2023,Kış,9,12552,36.999104,35.38393,37766
Yüreğir,Çamlıbel Mah.,2023,İlkbahar,27,12552,36.999104,35.38393,49607
Yüreğir,Çamlıbel Mah.,2023,Yaz,42,12552,36.999104,35.38393,57832
Yüreğir,Çamlıbel Mah.,2023,Sonbahar,13,12552,36.999104,35.38393,41416
Yüreğir,Yenidoğan Mah.,2019,Kış,1,12226,36.988487,35.392315,34432
Yüreğir,Yenidoğan Mah.,2019,İlkbahar,15,12226,36.988487,35.392315,44931
Yüreğir,Yenidoğan Mah.,2019,Yaz,30,12226,36.988487,35.392315,53065
Yüreğir,Yenidoğan Mah.,2019,Sonbahar,21,12226,36.988487,35.392315,43047
Yüreğir,Yenidoğan Mah.,2020,Kış,4,12226,36.988487,35.392315,35468
Yüreğir,Yenidoğan Mah.,2020,İlkbahar,28,12226,36.988487,35.392315,48732
Yüreğir,Yenidoğan Mah.,2020,Yaz,37,12226,36.988487,35.392315,55048
Yüreğir,Yenidoğan Mah.,2020,Sonbahar,21,12226,36.988487,35.392315,42992
Yüreğir,Yenidoğan Mah.,2021,Kış,8,12226,36.988487,35.392315,36781
Yüreğir,Yenidoğan Mah.,2021,İlkbahar,24,12226,36.988487,35.392315,47663
Yüreğir,Yenidoğan Mah.,2021,Yaz,31,12226,36.988487,35.392315,53295
Yüreğir,Yenidoğan Mah.,2021,Sonbahar,10,12226,36.988487,35.392315,39798
Yüreğir,Yenidoğan Mah.,2022,Kış,3,12226,36.988487,35.392315,35156
Yüreğir,Yenidoğan Mah.,2022,İlkbahar,25,12226,36.988487,35.392315,47727
Yüreğir,Yenidoğan Mah.,2022,Yaz,32,12226,36.988487,35.392315,53609
Yüreğir,Yenidoğan Mah.,2022,Sonbahar,13,12226,36.988487,35.392315,40644
Yüreğir,Yenidoğan Mah.,2023,Kış,4,12226,36.988487,35.392315,35452
Yüreğir,Yenidoğan Mah.,2023,İlkbahar,28,12226,36.988487,35.392315,48624
Yüreğir,Yenidoğan Mah.,2023,Yaz,34,12226,36.988487,35.392315,54225
Yüreğir,Yenidoğan Mah.,2023,Sonbahar,22,12226,36.988487,35.392315,43223
Yüreğir,Karacaoğlan Mah.,2019,Kış,2,12064,37.016479,35.370316,34304
Yüreğir,Karacaoğlan Mah.,2019,İlkbahar,16,12064,37.016479,35.370316,44729
Yüreğir,Karacaoğlan Mah.,2019,Yaz,41,12064,37.016479,35.370316,55738
Yüreğir,Karacaoğlan Mah.,2019,Sonbahar,15,12064,37.016479,35.370316,40600
Yüreğir,Karacaoğlan Mah.,2020,Kış,10,12064,37.016479,35.370316,36721
Yüreğir,Karacaoğlan Mah.,2020,İlkbahar,28,12064,37.016479,35.370316,48269
Yüreğir,Karacaoğlan Mah.,2020,Yaz,38,12064,37.016479,35.370316,54690
Yüreğir,Karacaoğlan Mah.,2020,Sonbahar,12,12064,37.016479,35.370316,39918
Yüreğir,Karacaoğlan Mah.,2021,Kış,2,12064,37.016479,35.370316,34372
Yüreğir,Karacaoğlan Mah.,2021,İlkbahar,28,12064,37.016479,35.370316,48167
Yüreğir,Karacaoğlan Mah.,2021,Yaz,41,12064,37.016479,35.370316,55654
Yüreğir,Karacaoğlan Mah.,2021,Sonbahar,15,12064,37.016479,35.370316,40791
Yüreğir,Karacaoğlan Mah.,2022,Kış,3,12064,37.016479,35.370316,34588
Yüreğir,Karacaoğlan Mah.,2022,İlkbahar,22,12064,37.016479,35.370316,46263
Yüreğir,Karacaoğlan Mah.,2022,Yaz,30,12064,37.016479,35.370316,52476
Yüreğir,Karacaoğlan Mah.,2022,Sonbahar,18,12064,37.016479,35.370316,41573
Yüreğir,Karacaoğlan Mah.,2023,Kış,10,12064,37.016479,35.370316,36879
Yüreğir,Karacaoğlan Mah.,2023,İlkbahar,26,12064,37.016479,35.370316,47720
Yüreğir,Karacaoğlan Mah.,2023,Yaz,36,12064,37.016479,35.370316,54282
Yüreğir,Karacaoğlan Mah.,2023,Sonbahar,15,12064,37.016479,35.370316,40692
Yüreğir,Şehit Erkut Akbay Mah.,2019,Kış,18,9511,36.998611,35.374325,31886
Yüreğir,Şehit Erkut Akbay Mah.,2019,İlkbahar,29,9511,36.998611,35.374325,40060
Yüreğir,Şehit Erkut Akbay Mah.,2019,Yaz,34,9511,36.998611,35.374325,44419
Yüreğir,Şehit Erkut Akbay Mah.,2019,Sonbahar,21,9511,36.998611,35.374325,34837
Yüreğir,Şehit Erkut Akbay Mah.,2020,Kış,5,9511,36.998611,35.374325,28065
Yüreğir,Şehit Erkut Akbay Mah.,2020,İlkbahar,21,9511,36.998611,35.374325,37576
Yüreğir,Şehit Erkut Akbay Mah.,2020,Yaz,40,9511,36.998611,35.374325,46139
Yüreğir,Şehit Erkut Akbay Mah.,2020,Sonbahar,15,9511,36.998611,35.374325,33047
Yüreğir,Şehit Erkut Akbay Mah.,2021,Kış,3,9511,36.998611,35.374325,27442
Yüreğir,Şehit Erkut Akbay Mah.,2021,İlkbahar,17,9511,36.998611,35.374325,36597
Yüreğir,Şehit Erkut Akbay Mah.,2021,Yaz,32,9511,36.998611,35.374325,43715
Yüreğir,Şehit Erkut Akbay Mah.,2021,Sonbahar,15,9511,36.998611,35.374325,32905
Yüreğir,Şehit Erkut Akbay Mah.,2022,Kış,0,9511,36.998611,35.374325,26752
Yüreğir,Şehit Erkut Akbay Mah.,2022,İlkbahar,17,9511,36.998611,35.374325,36620
Yüreğir,Şehit Erkut Akbay Mah.,2022,Yaz,41,9511,36.998611,35.374325,46679
Yüreğir,Şehit Erkut Akbay Mah.,2022,Sonbahar,22,9511,36.998611,35.374325,35049
Yüreğir,Şehit Erkut Akbay Mah.,2023,Kış,4,9511,36.998611,35.374325,27866
Yüreğir,Şehit Erkut Akbay Mah.,2023,İlkbahar,21,9511,36.998611,35.374325,37712
Yüreğir,Şehit Erkut Akbay Mah.,2023,Yaz,42,9511,36.998611,35.374325,46861
Yüreğir,Şehit Erkut Akbay Mah.,2023,Sonbahar,15,9511,36.998611,35.374325,32984
Yüreğir,Sarıçam Mah.,2019,Kış,9,8998,36.992741,35.352036,27745
Yüreğir,Sarıçam Mah.,2019,İlkbahar,25,8998,36.992741,35.352036,37130
Yüreğir,Sarıçam Mah.,2019,Yaz,41,8998,36.992741,35.352036,44664
Yüreğir,Sarıçam Mah.,2019,Sonbahar,21,8998,36.992741,35.352036,33408
Yüreğir,Sarıçam Mah.,2020,Kış,8,8998,36.992741,35.352036,27629
Yüreğir,Sarıçam Mah.,2020,İlkbahar,20,8998,36.992741,35.352036,35667
Yüreğir,Sarıçam Mah.,2020,Yaz,42,8998,36.992741,35.352036,44857
Yüreğir,Sarıçam Mah.,2020,Sonbahar,18,8998,36.992741,35.352036,32469
Yüreğir,Sarıçam Mah.,2021,Kış,4,8998,36.992741,35.352036,26335
Yüreğir,Sarıçam Mah.,2021,İlkbahar,27,8998,36.992741,35.352036,37882
Yüreğir,Sarıçam Mah.,2021,Yaz,31,8998,36.992741,35.352036,41694
Yüreğir,Sarıçam Mah.,2021,Sonbahar,15,8998,36.992741,35.352036,31570
Yüreğir,Sarıçam Mah.,2022,Kış,6,8998,36.992741,35.352036,26971
Yüreğir,Sarıçam Mah.,2022,İlkbahar,25,8998,36.992741,35.352036,37224
Yüreğir,Sarıçam Mah.,2022,Yaz,30,8998,36.992741,35.352036,41443
Yüreğir,Sarıçam Mah.,2022,Sonbahar,17,8998,36.992741,35.352036,32219
Yüreğir,Sarıçam Mah.,2023,Kış,16,8998,36.992741,35.352036,30053
Yüreğir,Sarıçam Mah.,2023,İlkbahar,19,8998,36.992741,35.352036,35336
Yüreğir,Sarıçam Mah.,2023,Yaz,32,8998,36.992741,35.352036,42073
Yüreğir,Sarıçam Mah.,2023,Sonbahar,10,8998,36.992741,35.352036,30048
Yüreğir,Akıncılar Mah.,2019,Kış,15,8876,37.001308,35.354733,29229
Yüreğir,Akıncılar Mah.,2019,İlkbahar,20,8876,37.001308,35.354733,35429
Yüreğir,Akıncılar Mah.,2019,Yaz,32,8876,37.001308,35.354733,41501
Yüreğir,Akıncılar Mah.,2019,Sonbahar,24,8876,37.001308,35.354733,33862
Yüreğir,Akıncılar Mah.,2020,Kış,12,8876,37.001308,35.354733,28491
Yüreğir,Akıncılar Mah.,2020,İlkbahar,27,8876,37.001308,35.354733,37367
Yüreğir,Akıncılar Mah.,2020,Yaz,44,8876,37.001308,35.354733,45161
Yüreğir,Akıncılar Mah.,2020,Sonbahar,21,8876,37.001308,35.354733,33015
Yüreğir,Akıncılar Mah.,2021,Kış,18,8876,37.001308,35.354733,30346
Yüreğir,Akıncılar Mah.,2021,İlkbahar,17,8876,37.001308,35.354733,34456
Yüreğir,Akıncılar Mah.,2021,Yaz,42,8876,37.001308,35.354733,44532
Yüreğir,Akıncılar Mah.,2021,Sonbahar,23,8876,37.001308,35.354733,33540
Yüreğir,Akıncılar Mah.,2022,Kış,19,8876,37.001308,35.354733,30593
Yüreğir,Akıncılar Mah.,2022,İlkbahar,21,8876,37.001308,35.354733,35628
Yüreğir,Akıncılar Mah.,2022,Yaz,37,8876,37.001308,35.354733,42944
Yüreğir,Akıncılar Mah.,2022,Sonbahar,17,8876,37.001308,35.354733,31679
Yüreğir,Akıncılar Mah.,2023,Kış,8,8876,37.001308,35.354733,27292
Yüreğir,Akıncılar Mah.,2023,İlkbahar,25,8876,37.001308,35.354733,36792
Yüreğir,Akıncılar Mah.,2023,Yaz,39,8876,37.001308,35.354733,43510
Yüreğir,Akıncılar Mah.,2023,Sonbahar,14,8876,37.001308,35.354733,30781
Yüreğir,Güzelevler Mah.,2019,Kış,1,8576,36.975391,35.399723,24338
Yüreğir,Güzelevler Mah.,2019,İlkbahar,24,8576,36.975391,35.399723,35582
Yüreğir,Güzelevler Mah.,2019,Yaz,35,8576,36.975391,35.399723,41440
Yüreğir,Güzelevler Mah.,2019,Sonbahar,20,8576,36.975391,35.399723,31745
Yüreğir,Güzelevler Mah.,2020,Kış,18,8576,36.975391,35.399723,29309
Yüreğir,Güzelevler Mah.,2020,İlkbahar,22,8576,36.975391,35.399723,35045
Yüreğir,Güzelevler Mah.,2020,Yaz,41,8576,36.975391,35.399723,43174
Yüreğir,Güzelevler Mah.,2020,Sonbahar,23,8576,36.975391,35.399723,32483
Yüreğir,Güzelevler Mah.,2021,Kış,13,8576,36.975391,35.399723,27780
Yüreğir,Güzelevler Mah.,2021,İlkbahar,27,8576,36.975391,35.399723,36255
Yüreğir,Güzelevler Mah.,2021,Yaz,38,8576,36.975391,35.399723,42410
Yüreğir,Güzelevler Mah.,2021,Sonbahar,18,8576,36.975391,35.399723,30980
Yüreğir,Güzelevler Mah.,2022,Kış,5,8576,36.975391,35.399723,25661
Yüreğir,Güzelevler Mah.,2022,İlkbahar,30,8576,36.975391,35.399723,37197
Yüreğir,Güzelevler Mah.,2022,Yaz,32,8576,36.975391,35.399723,40535
Yüreğir,Güzelevler Mah.,2022,Sonbahar,14,8576,36.975391,35.399723,29903
Yüreğir,Güzelevler Mah.,2023,Kış,14,8576,36.975391,35.399723,28153
Yüreğir,Güzelevler Mah.,2023,İlkbahar,15,8576,36.975391,35.399723,32840
Yüreğir,Güzelevler Mah.,2023,Yaz,37,8576,36.975391,35.399723,42043
Yüreğir,Güzelevler Mah.,2023,Sonbahar,12,8576,36.975391,35.399723,29246
Yüreğir,Kiremithane Mah.,2019,Kış,18,8407,37.003452,35.372768,28936
Yüreğir,Kiremithane Mah.,2019,İlkbahar,21,8407,37.003452,35.372768,34010
Yüreğir,Kiremithane Mah.,2019,Yaz,33,8407,37.003452,35.372768,40306
Yüreğir,Kiremithane Mah.,2019,Sonbahar,21,8407,37.003452,35.372768,31442
Yüreğir,Kiremithane Mah.,2020,Kış,5,8407,37.003452,35.372768,25050
Yüreğir,Kiremithane Mah.,2020,İlkbahar,25,8407,37.003452,35.372768,35393
Yüreğir,Kiremithane Mah.,2020,Yaz,40,8407,37.003452,35.372768,42250
Yüreğir,Kiremithane Mah.,2020,Sonbahar,25,8407,37.003452,35.372768,32641
Yüreğir,Kiremithane Mah.,2021,Kış,7,8407,37.003452,35.372768,25641
Yüreğir,Kiremithane Mah.,2021,İlkbahar,29,8407,37.003452,35.372768,36477
